Source Port,Destination Port,NAT Source Port,NAT Destination Port,Action,Bytes,Bytes Sent,Bytes Received,Packets,Elapsed Time (sec),pkts_sent,pkts_received,anomaly,anomaly_reason
30188,51403,44357,51403,allow,502,150,352,2,1200,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
35337,443,49436,443,allow,6550678,172191,6378487,6426,82,2117,4309,1,"High deviation in pkts_sent, Bytes Received, Bytes"
60498,55100,34970,55100,allow,258,70,188,4,8,2,2,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
37965,51413,49792,51413,allow,789,152,637,4,1199,2,2,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
6881,51184,15075,51184,allow,324,150,174,2,1203,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
57470,53250,48963,53250,allow,491,150,341,2,1199,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
50584,29040,20008,29040,allow,509,150,359,2,1200,1,1,1,"High deviation in NAT Destination Port, Elapsed Time (sec), Destination Port"
44847,58839,4824,58839,allow,501,150,351,2,1200,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
61740,443,6060,443,allow,92202,65396,26806,193,3454,68,125,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
54865,443,54865,443,allow,125282,21435,103847,162,20,80,82,1,"High deviation in pkts_sent, Bytes Received, Bytes"
58836,443,33212,443,allow,383990,15580,368410,490,212,192,298,1,"High deviation in pkts_sent, Bytes Received, Bytes"
60490,62336,7987,62336,allow,504,318,186,8,15,5,3,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
55609,443,14768,443,allow,13039,4388,8651,93,1191,47,46,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
50265,41198,60886,41198,allow,330,330,0,6,1200,6,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
55516,5228,12835,5228,allow,2769,1694,1075,20,3600,10,10,1,"High deviation in pkts_sent, Elapsed Time (sec), NAT Destination Port"
50265,63104,28604,63104,allow,330,330,0,6,1200,6,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
53928,47287,32055,47287,allow,612,306,306,10,14,5,5,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
48817,51414,48817,51414,allow,150,150,0,1,1200,1,0,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
51426,80,51426,80,allow,114697,3049,111648,114,26,35,79,1,"High deviation in pkts_sent, Bytes Received, Bytes"
53136,5228,42128,5228,allow,26821,4295,22526,95,5045,40,55,1,"High deviation in pkts_sent, Elapsed Time (sec), Bytes Received"
55877,55153,7894,55153,allow,481,150,331,2,1200,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
34572,443,63392,443,allow,52330,13948,38382,131,129,71,60,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
50265,45589,64355,45589,allow,132,132,0,3,1200,3,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
50265,54145,30228,54145,allow,858,858,0,14,1200,14,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
52190,443,60064,443,allow,570322,21029,549293,569,46,181,388,1,"High deviation in pkts_sent, Bytes Received, Bytes"
59787,443,23637,443,allow,276238,23971,252267,482,138,188,294,1,"High deviation in pkts_sent, Bytes Received, Bytes"
57470,31373,26422,31373,allow,1386,1386,0,22,1798,22,0,1,"High deviation in pkts_sent, NAT Destination Port, Elapsed Time (sec)"
45706,443,50703,443,allow,512213,34626,477587,741,147,283,458,1,"High deviation in pkts_sent, Bytes Received, Bytes"
56906,443,9378,443,allow,1712418,88847,1623571,2014,149,715,1299,1,"High deviation in pkts_sent, Bytes Received, Bytes"
51142,443,51142,443,allow,261206,9686,251520,308,128,121,187,1,"High deviation in pkts_sent, Bytes Received, Bytes"
52001,80,20376,80,allow,8117874,148550,7969324,7318,25,2033,5285,1,"High deviation in pkts_sent, Bytes Received, Bytes"
49440,443,48823,443,allow,3721809,103604,3618205,3808,156,1281,2527,1,"High deviation in pkts_sent, Bytes Received, Bytes"
62349,443,37822,443,allow,3942042,47512,3894530,3167,53,526,2641,1,"High deviation in pkts_sent, Bytes Received, Bytes"
52100,443,42530,443,allow,14433889,278906,14154983,13633,66,4079,9554,1,"High deviation in pkts_sent, Bytes Received, Bytes"
50884,443,50884,443,allow,187790,7733,180057,229,128,90,139,1,"High deviation in pkts_sent, Bytes Received, Bytes"
36665,443,51014,443,allow,5814771,76275,5738496,4959,154,976,3983,1,"High deviation in pkts_sent, Bytes Received, Bytes"
52090,64823,30736,64823,allow,634,568,66,8,29,7,1,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
56645,443,24912,443,allow,37030,24937,12093,83,1286,30,53,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
49445,443,22095,443,allow,462587,17396,445191,527,130,198,329,1,"High deviation in pkts_sent, Bytes Received, Bytes"
6881,51719,22526,51719,allow,324,150,174,2,1199,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
15503,57141,65001,57141,allow,481,150,331,2,1200,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
33507,443,18740,443,allow,194174,11657,182517,258,31,124,134,1,"High deviation in pkts_sent, Bytes Received, Bytes"
52186,57609,20882,57609,allow,70,70,0,2,9,2,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
61828,443,61828,443,allow,317388,25904,291484,338,200,128,210,1,"High deviation in pkts_sent, Bytes Received, Bytes"
53954,57868,45044,57868,allow,70,70,0,2,8,2,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
56178,443,35008,443,allow,12283477,390003,11893474,13073,164,4327,8746,1,"High deviation in pkts_sent, Bytes Received, Bytes"
37965,58043,10741,58043,allow,6029,3652,2377,79,3221,45,34,1,"High deviation in pkts_sent, NAT Destination Port, Elapsed Time (sec)"
57665,5228,43757,5228,allow,2391,1434,957,16,3601,8,8,1,"High deviation in pkts_sent, Elapsed Time (sec), NAT Destination Port"
52749,443,45343,443,allow,148418,107579,40839,315,6090,107,208,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
52155,63867,61917,63867,allow,70,70,0,1,5,1,0,1,"High deviation in NAT Destination Port, Destination Port, NAT Source Port"
65383,443,27965,443,allow,839325,38439,800886,1027,94,451,576,1,"High deviation in pkts_sent, Bytes Received, Bytes"
51221,44710,11229,44710,allow,481,150,331,2,1200,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
56431,443,60135,443,allow,55149,7806,47343,134,108,61,73,1,"High deviation in pkts_sent, Bytes Received, Bytes"
48038,5222,35034,5222,allow,49279,23110,26169,459,384,239,220,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
44228,443,22389,443,allow,2754856,125760,2629096,3115,32,1340,1775,1,"High deviation in pkts_sent, Bytes Received, Bytes"
65516,443,35348,443,allow,451899,13130,438769,463,16,162,301,1,"High deviation in pkts_sent, Bytes Received, Bytes"
49570,443,47382,443,allow,162268,121343,40925,316,6101,108,208,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
56629,443,11922,443,allow,23887293,546911,23340382,23137,108,7700,15437,1,"High deviation in pkts_sent, Bytes Received, Bytes"
62956,443,13888,443,allow,829275,26662,802613,884,129,295,589,1,"High deviation in pkts_sent, Bytes Received, Bytes"
59830,443,56581,443,allow,82533,15815,66718,124,131,50,74,1,"High deviation in pkts_sent, Bytes Received, Bytes"
44959,443,64557,443,allow,373033,19903,353130,469,143,180,289,1,"High deviation in pkts_sent, Bytes Received, Bytes"
10151,38030,53424,38030,allow,481,150,331,2,1200,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
49335,443,62056,443,allow,125790,4516,121274,118,55,28,90,1,"High deviation in pkts_sent, Bytes Received, Bytes"
38402,443,45229,443,allow,3830718,112946,3717772,4353,224,1395,2958,1,"High deviation in pkts_sent, Bytes Received, Bytes"
57339,443,64003,443,allow,1778020,204978,1573042,2589,987,1006,1583,1,"High deviation in pkts_sent, Bytes Received, Bytes"
52710,443,22445,443,allow,203346,21619,181727,301,376,140,161,1,"High deviation in pkts_sent, Bytes Received, Bytes"
59326,80,59326,80,allow,109128,4773,104355,197,16,68,129,1,"High deviation in pkts_sent, Bytes Received, Bytes"
51809,443,10522,443,allow,82930,18836,64094,131,128,55,76,1,"High deviation in pkts_sent, Bytes, Bytes Received"
19473,51413,8434,51413,allow,459,149,310,2,1200,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
41156,443,9223,443,allow,59486,3261,56225,74,360,29,45,1,"High deviation in pkts_sent, Bytes Received, Bytes"
38711,443,23557,443,allow,459089,10521,448568,449,16,141,308,1,"High deviation in pkts_sent, Bytes Received, Bytes"
57979,443,3610,443,allow,7970957,82522,7888435,6370,179,1027,5343,1,"High deviation in pkts_sent, Bytes Received, Bytes"
6881,26171,65454,26171,allow,219,118,101,2,1199,1,1,1,"High deviation in NAT Destination Port, Elapsed Time (sec), Destination Port"
60493,55172,57169,55172,allow,320,140,180,6,7,3,3,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
55710,63545,52051,63545,allow,504,318,186,8,15,5,3,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
43477,443,38784,443,allow,20739,7254,13485,97,734,44,53,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
41786,443,30860,443,allow,174542,9281,165261,227,78,104,123,1,"High deviation in pkts_sent, Bytes Received, Bytes"
65517,443,57866,443,allow,92117,4799,87318,107,15,43,64,1,"High deviation in pkts_sent, Bytes Received, Bytes"
8941,443,25184,443,allow,541643,15245,526398,507,416,103,404,1,"High deviation in pkts_sent, Bytes Received, Bytes"
52152,58114,56068,58114,allow,70,70,0,1,5,1,0,1,"High deviation in NAT Destination Port, Destination Port, NAT Source Port"
50584,49001,53256,49001,allow,480,150,330,2,1200,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
57594,80,57594,80,allow,110070,5374,104696,112,156,36,76,1,"High deviation in pkts_sent, Bytes Received, Bytes"
52184,57262,18616,57262,allow,70,70,0,2,8,2,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
30960,45761,37537,45761,allow,462,462,0,8,3632,8,0,1,"High deviation in pkts_sent, NAT Destination Port, Elapsed Time (sec)"
30960,45760,12069,45760,allow,462,462,0,8,3632,8,0,1,"High deviation in pkts_sent, NAT Destination Port, Elapsed Time (sec)"
41688,443,15969,443,allow,626036,38764,587272,713,191,245,468,1,"High deviation in pkts_sent, Bytes Received, Bytes"
21133,33447,47731,33447,allow,481,150,331,2,1199,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
44307,443,62796,443,allow,92044,19483,72561,147,186,55,92,1,"High deviation in pkts_sent, Bytes Received, Bytes"
38113,443,46610,443,allow,2849678,105912,2743766,3255,124,1284,1971,1,"High deviation in pkts_sent, Bytes Received, Bytes"
55966,443,29704,443,allow,214312,69934,144378,612,671,303,309,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
52182,60769,63523,60769,allow,70,70,0,2,8,2,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
52202,64241,11975,64241,allow,164,70,94,2,4,1,1,1,"High deviation in NAT Destination Port, Destination Port, Bytes Sent"
43218,443,34506,443,allow,2683108,71922,2611186,2467,150,623,1844,1,"High deviation in pkts_sent, Bytes Received, Bytes"
38066,443,48945,443,allow,328599,275779,52820,868,342,483,385,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
59829,443,54560,443,allow,948180,35714,912466,1121,119,378,743,1,"High deviation in pkts_sent, Bytes Received, Bytes"
41906,80,41906,80,allow,127215,3221,123994,137,3685,42,95,1,"High deviation in pkts_sent, Bytes Received, Bytes"
43226,443,42884,443,allow,1583877,43930,1539947,1405,93,297,1108,1,"High deviation in pkts_sent, Bytes Received, Bytes"
30188,14038,49780,14038,allow,502,150,352,2,1200,1,1,1,"High deviation in NAT Destination Port, Elapsed Time (sec), Destination Port"
45418,443,36338,443,allow,137754,15176,122578,229,99,106,123,1,"High deviation in pkts_sent, Bytes Received, Bytes"
38065,443,63801,443,allow,911697,74083,837614,1247,343,459,788,1,"High deviation in pkts_sent, Bytes Received, Bytes"
57470,13613,11885,13613,allow,1577,594,983,20,1601,10,10,1,"High deviation in pkts_sent, NAT Destination Port, Elapsed Time (sec)"
48110,443,9219,443,allow,537031,23421,513610,622,43,258,364,1,"High deviation in pkts_sent, Bytes Received, Bytes"
52709,443,18513,443,allow,266282,13744,252538,313,374,128,185,1,"High deviation in pkts_sent, Bytes Received, Bytes"
61508,443,13468,443,allow,215490,8471,207019,194,45,45,149,1,"High deviation in pkts_sent, Bytes Received, Bytes"
61507,443,11095,443,allow,443128,10267,432861,362,45,60,302,1,"High deviation in pkts_sent, Bytes Received, Bytes"
39353,9339,55496,9339,allow,170706,9877,160829,260,46,110,150,1,"High deviation in pkts_sent, Bytes Received, Bytes"
35066,443,6201,443,allow,33823,28233,5590,84,102,47,37,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
65426,80,28723,80,allow,65980,5156,60824,86,23,39,47,1,"High deviation in pkts_sent, Bytes Received, Bytes"
57470,64050,27080,64050,allow,1660,677,983,20,1600,10,10,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
32914,5222,62781,5222,allow,8702,4668,4034,92,626,50,42,1,"High deviation in pkts_sent, Bytes Sent, NAT Destination Port"
9417,443,16764,443,allow,324745,7830,316915,327,31,112,215,1,"High deviation in pkts_sent, Bytes Received, Bytes"
50265,60276,27315,60276,allow,481,150,331,2,1200,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
33583,443,54351,443,allow,479444,14906,464538,489,62,173,316,1,"High deviation in pkts_sent, Bytes Received, Bytes"
52171,63033,49679,63033,allow,70,70,0,2,8,2,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
34378,443,1903,443,allow,11269403,319214,10950189,11392,382,3773,7619,1,"High deviation in pkts_sent, Bytes Received, Bytes"
52169,59681,50827,59681,allow,70,70,0,2,8,2,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
54340,443,58977,443,allow,79305,3202,76103,98,347,32,66,1,"High deviation in pkts_sent, Bytes Received, Bytes"
57470,51413,33371,51413,allow,460,150,310,2,1199,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
57040,443,58515,443,allow,59451,47894,11557,177,91,99,78,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
49392,80,13895,80,allow,156587,46628,109959,307,314,203,104,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
49226,443,24983,443,allow,532687,14365,518322,560,20,211,349,1,"High deviation in pkts_sent, Bytes Received, Bytes"
32911,443,37831,443,allow,970703,43045,927658,1244,141,563,681,1,"High deviation in pkts_sent, Bytes Received, Bytes"
53914,44209,7956,44209,allow,1729,985,744,16,16,9,7,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
49905,443,37995,443,allow,798502,33164,765338,927,103,379,548,1,"High deviation in pkts_sent, Bytes Received, Bytes"
21447,53,34557,53,allow,80280,68084,12196,889,90,816,73,1,"High deviation in pkts_sent, Bytes Sent, Packets"
53934,48339,61953,48339,allow,320,140,180,6,6,3,3,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
52168,62118,2887,62118,allow,70,70,0,2,8,2,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
51635,80,51635,80,allow,699944,13137,686807,676,20,195,481,1,"High deviation in pkts_sent, Bytes Received, Bytes"
32909,443,28727,443,allow,160821,7879,152942,201,141,88,113,1,"High deviation in pkts_sent, Bytes Received, Bytes"
40355,443,8929,443,allow,15367456,244322,15123134,12866,268,1819,11047,1,"High deviation in pkts_sent, Bytes Received, Bytes"
32910,443,36297,443,allow,2299332,50663,2248669,2117,141,553,1564,1,"High deviation in pkts_sent, Bytes Received, Bytes"
32908,443,31863,443,allow,1780845,46018,1734827,1751,141,546,1205,1,"High deviation in pkts_sent, Bytes Received, Bytes"
60066,80,60066,80,allow,355862,9048,346814,358,163,116,242,1,"High deviation in pkts_sent, Bytes Received, Bytes"
48713,80,15220,80,allow,3588672,75353,3513319,3500,154,1175,2325,1,"High deviation in pkts_sent, Bytes Received, Bytes"
56716,80,53461,80,allow,3742344,115431,3626913,3995,79,1382,2613,1,"High deviation in pkts_sent, Bytes Received, Bytes"
49160,61365,56372,61365,allow,502,150,352,3,1200,2,1,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
55859,443,4096,443,allow,399086,26649,372437,488,462,156,332,1,"High deviation in pkts_sent, Bytes Received, Bytes"
50265,27813,47510,27813,allow,198,198,0,4,1200,4,0,1,"High deviation in pkts_sent, NAT Destination Port, Elapsed Time (sec)"
59788,443,27023,443,allow,248845,14935,233910,308,49,148,160,1,"High deviation in pkts_sent, Bytes Received, Bytes"
39915,443,23556,443,allow,27886,17603,10283,138,462,76,62,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
52167,61948,12539,61948,allow,70,70,0,2,8,2,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
52166,57975,14625,57975,allow,70,70,0,2,8,2,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
39714,443,60107,443,allow,922046,41258,880788,1106,218,498,608,1,"High deviation in pkts_sent, Bytes Received, Bytes"
39719,443,7093,443,allow,450036,17745,432291,541,217,241,300,1,"High deviation in pkts_sent, Bytes Received, Bytes"
46563,443,26794,443,allow,127147,41867,85280,198,240,91,107,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
38135,443,62915,443,allow,2568507,98538,2469969,2956,65,1228,1728,1,"High deviation in pkts_sent, Bytes Received, Bytes"
59789,443,29818,443,allow,103556,8767,94789,144,48,75,69,1,"High deviation in pkts_sent, Bytes Received, Bytes"
59790,443,41784,443,allow,238429,14932,223497,314,48,159,155,1,"High deviation in pkts_sent, Bytes Received, Bytes"
